Steel type,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering
AISI-SAE 5140,28800.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,26.4
AISI-SAE 5140,57600.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,53.4
AISI-SAE 5140,57600.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.1
AISI-SAE 5140,57600.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,41.1
AISI-SAE 5140,57600.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,30.2
AISI-SAE 5140,57600.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,24.2
AISI-SAE 5140,115200.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,52.8
AISI-SAE 5140,115200.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.0
AISI-SAE 5140,115200.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,40.8
AISI-SAE 5140,115200.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,29.2
AISI-SAE 5140,115200.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,22.9
AISI-SAE 5160,10.0,100.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.4
AISI-SAE 5160,10.0,150.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.5
AISI-SAE 5160,10.0,200.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.2
AISI-SAE 5160,10.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.3
AISI-SAE 5160,10.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,58.8
AISI-SAE 5160,10.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,57.9
AISI-SAE 5160,10.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,54.3
AISI-SAE 5160,10.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,52.5
AISI-SAE 5160,10.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,41.5
AISI-SAE 5160,90.0,100.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.0
AISI-SAE 5160,90.0,150.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,59.9
AISI-SAE 5160,90.0,200.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,59.9
AISI-SAE 5160,90.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.1
AISI-SAE 5160,90.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,58.7
AISI-SAE 5160,90.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,53.6
AISI-SAE 5160,90.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,48.9
AISI-SAE 5160,90.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,46.4
AISI-SAE 5160,90.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,33.6
AISI-SAE 5160,900.0,100.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.2
AISI-SAE 5160,900.0,150.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,59.4
AISI-SAE 5160,900.0,200.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,59.1
AISI-SAE 5160,900.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,57.5
AISI-SAE 5160,900.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,53.2
AISI-SAE 5160,900.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,45.6
AISI-SAE 5160,900.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,40.6
AISI-SAE 5160,900.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,42.0
AISI-SAE 5160,900.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,26.7
AISI-SAE 5160,3600.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,52.2
AISI-SAE 5160,3600.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,50.0
AISI-SAE 5160,3600.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,43.7
AISI-SAE 5160,3600.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,35.3
AISI-SAE 5160,3600.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,27.7
AISI-SAE 5160,3600.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,19.4
AISI-SAE 5160,9000.0,100.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,59.1
AISI-SAE 5160,9000.0,150.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,58.4
AISI-SAE 5160,9000.0,200.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,55.2
AISI-SAE 5160,9000.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,51.9
AISI-SAE 5160,9000.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,44.1
AISI-SAE 5160,9000.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,39.9
AISI-SAE 5160,9000.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,33.8
AISI-SAE 5160,9000.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,23.9
AISI-SAE 5160,9000.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,18.3
AISI-SAE 5160,86400.0,100.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,58.0
AISI-SAE 5160,86400.0,150.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,56.4
AISI-SAE 5160,86400.0,200.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,51.7
AISI-SAE 5160,86400.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,46.0
AISI-SAE 5160,86400.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,43.6
AISI-SAE 5160,86400.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,39.6
AISI-SAE 5160,86400.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,25.0
AISI-SAE 5160,86400.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,20.9
AISI-SAE 5160,86400.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,8.6
AISI-SAE 6145,40.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,49.1
AISI-SAE 6145,40.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,41.7
AISI-SAE 6145,40.0,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,40.1
AISI-SAE 6145,40.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,39.0
AISI-SAE 6145,120.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,48.2
AISI-SAE 6145,120.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,40.8
AISI-SAE 6145,120.0,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,38.9
AISI-SAE 6145,120.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,38.2
AISI-SAE 6145,300.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,47.6
AISI-SAE 6145,300.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,40.2
AISI-SAE 6145,300.0,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,38.2
AISI-SAE 6145,300.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,37.0
AISI-SAE 6145,900.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,46.1
AISI-SAE 6145,900.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,39.1
AISI-SAE 6145,900.0,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,36.2
AISI-SAE 6145,900.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,35.8
AISI-SAE 6145,3600.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,54.9
AISI-SAE 6145,3600.0,260.0,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,51.9
AISI-SAE 6145,3600.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,50.2
AISI-SAE 6145,3600.0,371.1,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,48.5
AISI-SAE 6145,3600.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,45.2
AISI-SAE 6145,3600.0,482.2,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,41.1
AISI-SAE 6145,3600.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,38.2
AISI-SAE 6145,3600.0,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,36.2
AISI-SAE 6145,3600.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,30.3
AISI-SAE 6145,7200.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,54.3
AISI-SAE 6145,7200.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,50.0
AISI-SAE 6145,7200.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,44.0
AISI-SAE 6145,7200.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,36.9
AISI-SAE 6145,7200.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,27.0
AISI-SAE 6145,14400.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,53.5
AISI-SAE 6145,14400.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,49.8
AISI-SAE 6145,14400.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,43.6
AISI-SAE 6145,14400.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,35.9
AISI-SAE 6145,14400.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,25.5
AISI-SAE 6145,28800.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,53.4
AISI-SAE 6145,28800.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,49.5
AISI-SAE 6145,28800.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,42.8
AISI-SAE 6145,28800.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,36.0
AISI-SAE 6145,28800.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,23.8
AISI-SAE 6145,57600.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,53.4
AISI-SAE 6145,57600.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,49.7
AISI-SAE 6145,57600.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,42.9
AISI-SAE 6145,57600.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,35.6
AISI-SAE 6145,57600.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,21.2
AISI-SAE 6145,115200.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,52.9
AISI-SAE 6145,115200.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,49.3
AISI-SAE 6145,115200.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,42.5
AISI-SAE 6145,115200.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,35.1
AISI-SAE 6145,115200.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,19.6
AISI-SAE 6150,10.0,100.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.8
AISI-SAE 6150,10.0,150.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.3
AISI-SAE 6150,10.0,200.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,62.1
AISI-SAE 6150,10.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.1
AISI-SAE 6150,10.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,60.4
AISI-SAE 6150,10.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,58.8
AISI-SAE 6150,10.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,56.5
AISI-SAE 6150,10.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,49.4
AISI-SAE 6150,10.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,43.1
AISI-SAE 6150,90.0,100.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.0
AISI-SAE 6150,90.0,150.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.2
AISI-SAE 6150,90.0,200.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,60.8
AISI-SAE 6150,90.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,60.5
AISI-SAE 6150,90.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,59.0
AISI-SAE 6150,90.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,56.5
AISI-SAE 6150,90.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,48.4
AISI-SAE 6150,90.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,44.3
AISI-SAE 6150,90.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,37.6
AISI-SAE 6150,900.0,100.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.5
AISI-SAE 6150,900.0,150.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,64.0
AISI-SAE 6150,900.0,200.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,60.0
AISI-SAE 6150,900.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,57.3
AISI-SAE 6150,900.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,53.2
AISI-SAE 6150,900.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,49.6
AISI-SAE 6150,900.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,44.2
AISI-SAE 6150,900.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,37.7
AISI-SAE 6150,900.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,36.0
AISI-SAE 6150,3600.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,53.3
AISI-SAE 6150,3600.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,50.5
AISI-SAE 6150,3600.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,47.2
AISI-SAE 6150,3600.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,40.0
AISI-SAE 6150,3600.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,33.2
AISI-SAE 6150,3600.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,22.3
AISI-SAE 6150,9000.0,100.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,62.7
AISI-SAE 6150,9000.0,150.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,57.4
AISI-SAE 6150,9000.0,200.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,56.5
AISI-SAE 6150,9000.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,51.6
AISI-SAE 6150,9000.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,49.4
AISI-SAE 6150,9000.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,44.1
AISI-SAE 6150,9000.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,38.0
AISI-SAE 6150,9000.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,31.3
AISI-SAE 6150,9000.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,18.3
AISI-SAE 6150,86400.0,100.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,60.5
AISI-SAE 6150,86400.0,150.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,55.7
AISI-SAE 6150,86400.0,200.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,54.5
AISI-SAE 6150,86400.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,50.3
AISI-SAE 6150,86400.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,49.0
AISI-SAE 6150,86400.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,39.6
AISI-SAE 6150,86400.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,37.0
AISI-SAE 6150,86400.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,26.7
AISI-SAE 6150,86400.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,9.9
AISI-SAE 9264,600.0,204.4,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,61.0
AISI-SAE 9264,600.0,260.0,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,59.3
AISI-SAE 9264,600.0,315.6,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,58.8
AISI-SAE 9264,600.0,371.1,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,57.5
AISI-SAE 9264,600.0,426.7,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,54.8
AISI-SAE 9264,600.0,482.2,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,49.8
AISI-SAE 9264,600.0,537.8,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,45.2
AISI-SAE 9264,600.0,593.3,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,41.3
AISI-SAE 9264,600.0,648.9,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,39.2
AISI-SAE 9264,600.0,704.4,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,34.7
AISI-SAE 9264,3600.0,204.4,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,59.9
AISI-SAE 9264,3600.0,260.0,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,58.9
AISI-SAE 9264,3600.0,315.6,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,58.3
AISI-SAE 9264,3600.0,371.1,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,56.7
AISI-SAE 9264,3600.0,426.7,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,51.9
AISI-SAE 9264,3600.0,482.2,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,47.0
AISI-SAE 9264,3600.0,537.8,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,42.1
AISI-SAE 9264,3600.0,593.3,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,38.8
AISI-SAE 9264,3600.0,648.9,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,34.2
AISI-SAE 9264,3600.0,704.4,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,29.0
AISI-SAE 9264,14400.0,204.4,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,59.1
AISI-SAE 9264,14400.0,260.0,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,58.6
AISI-SAE 9264,14400.0,315.6,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,58.1
AISI-SAE 9264,14400.0,371.1,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,55.5
AISI-SAE 9264,14400.0,426.7,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,50.0
AISI-SAE 9264,14400.0,482.2,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,45.0
AISI-SAE 9264,14400.0,537.8,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,40.8
AISI-SAE 9264,14400.0,593.3,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,36.7
AISI-SAE 9264,14400.0,648.9,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,30.5
AISI-SAE 9264,14400.0,704.4,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,25.5
AISI-SAE 9264,86400.0,204.4,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,58.9
AISI-SAE 9264,86400.0,260.0,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,58.5
AISI-SAE 9264,86400.0,315.6,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,57.7
AISI-SAE 9264,86400.0,371.1,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,53.5
AISI-SAE 9264,86400.0,426.7,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,48.3
AISI-SAE 9264,86400.0,482.2,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,42.9
AISI-SAE 9264,86400.0,537.8,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,38.5
AISI-SAE 9264,86400.0,593.3,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,32.2
AISI-SAE 9264,86400.0,648.9,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,26.3
AISI-SAE 9264,86400.0,704.4,0.55,0.78,0.012,0.022,1.62,0.0,0.77,0.01,0.0,0.0,0.0,20.5
AISI-SAE E52100,10.0,100.0,1.02,0.4,0.017,0.014,0.23,0.0,1.42,0.0,0.0,0.0,0.0,63.1
AISI-SAE E52100,10.0,150.0,1.02,0.4,0.017,0.014,0.23,0.0,1.42,0.0,0.0,0.0,0.0,62.9
